Location_ID,Museum_Name,Categories,Keywords,Description,Address,State_Name,Photo_URL,Rank,Rating,Longitude,Latitude,Families,Couples,Solo,Business,Friends
1949141,Missouri Civil War Museum,"History Museums, Museums","historic jefferson, restored building, post exchange, medical equipment, building next door, great artifacts, history buff, on display, short video, love history, south st, the lower level, gift shop, well worth the visit, louis county, worth the trip, great place to visit, role, barracks, information","The Missouri Civil War Museum is housed in the old 1905 Jefferson Barracks Post Exchange PX and Gymnasium building, formerly part of the Jefferson Barracks military post, which is still an active military installation to this day.","222 Worth Ave, at historic Jefferson Barracks, Saint Louis, MO 63125 4253",Missouri,https://media-cdn.tripadvisor.com/media/photo-s/05/0c/f2/18/missouri-civil-war-museum.jpg,12,4.75,-90.2839601,38.5061349,151,139,48,4,72
105372,Mashantucket Pequot Museum  Research Center,"Specialty Museums, History Museums, Museums","observation tower, audio tour, indian village, ice age, all ages, life size, recreated village, gift shop, native american life, pow wow, interactive exhibits, three hours, village life, own pace, great place to learn, worth the admission price, english settlers, self guided, educational experience, new england","The Pequot Museum, located in an ancient cedar forest minutes away from Foxwoods Resort Casino, is the largest Native American museum of its kind in the world.","110 Pequot Trl, Mashantucket, CT 06338 3823",Connecticut,https://media-cdn.tripadvisor.com/media/photo-s/1c/dd/72/1d/recreated-16th-century.jpg,1,4.67,-71.9629566,41.4659733,83,89,7,5,25
106553,National Corvette Museum,"Specialty Museums, Museums","on display, corvette museum, beautiful cars, gift shop, new owners, american sports car, car enthusiast, love cars, across the street, one of a kind, car guy, assembly plant, self guided tour, sinkhole, damage, lovers, history, swallow, mecca, raffle","See over 70 Corvettes in periodic settings including a mid century barbershop, service station and historic race track. Exhibit Hall features special displays that change regularly. For hands on activities visit the KidZone, Pit Crew Challenge and numerous trivia kiosks, then try a Corvette on for size in the lobby. The Corvette Store offers apparel, collectibles, home and gift items. On site 50s inspired Corvette Cafe serves breakfast, lunch and snacks.","350 Corvette Dr, Exit 28 off I 65, Bowling Green, KY 42101 9134",Kentucky,https://media-cdn.tripadvisor.com/media/photo-s/1b/b2/e5/9e/the-national-corvette.jpg,1,4.51,-86.4808043,36.9685219,437,609,96,30,183
270970,Roswell Museum  Art Center,"Art Museums, History Museums, Observatories  Planetariums, Museums","peter hurd, rocket scientist, new mexico, donations accepted, historical items, early days, nice collection, space exploration, free admission, on display, georgia okeefe, all ages, couple of hours, workshop, history, liquid, pioneer, planetarium, replica, laboratory","Founded in 1937, the Roswell Museum and Art Center is home to an extensive collection of southwestern art, the equipment and workshop of pioneering rocketeer Robert H. Goddard, and the Rogers Aston Collection of the American West, which encompasses historical southwestern artifacts spanning from the sixteenth through the twentieth centuries.","100 W 11th St, Roswell, NM 88201 4910",New Mexico,https://media-cdn.tripadvisor.com/media/photo-s/0a/0d/fd/a2/roswell-museum-art-center.jpg,3,4.51,-104.5278856,33.4043631,57,79,16,6,19
103913,Tybee Island Lighthouse Museum,"Specialty Museums, Museums","across the street, worth the climb, afraid of heights, keepers house, fort screven, historical society, catch your breath, observation deck, surrounding buildings, free parking, light station, gift shop, on tuesdays, wonderful view, climb the stairs, lots of history, self guided tour, lighthouse, houses, grounds","The Tybee Island Lighthouse was built in 1773 and is the oldest Lighthouse in Georgia. An entry ticket allows you to see the Lighthouse, the Head Keepers Cottage, the 2nd Assistant Keepers Cottage, the Summer Kitchen and the Tybee Island Museum across the street. The Lighthouse is CLOSED TUESDAYS, Thanksgiving Day, Christmas Day, New Years Day, St. Patricks Day or the day of the Savannah St. Patricks Day parade.","30 Meddin Dr, Tybee Island, GA 31328",Georgia,https://media-cdn.tripadvisor.com/media/photo-s/10/76/1a/8d/photo0jpg.jpg,2,4.44,-80.8454667,32.0221802,498,580,41,8,182
106117,National Museum of Funeral History,"History Museums, Specialty Museums, Museums","horse drawn, haunted house, unknown soldier, above ground, pope john paul, basket case, princess grace, scavenger hunt, two hours, different cultures, large exhibit, gift shop, interesting displays, well worth the trip, on display, coffins, popes, death, president, hearse","This museum, owned by a funeral company, houses the largest collection of funereal artifacts in the U.S., traces the history of funeral services, displays historic hearses and provides memorabilia from funerals of the famous, such as Dwight Eisenhower, Martin Luther King Jr., John F. Kennedy and Elvis Presley.","415 Barren Springs Dr, Houston, TX 77090 5918",Texas,https://media-cdn.tripadvisor.com/media/photo-s/01/87/27/52/houston.jpg,15,4.54,-95.4301132,29.9894725,59,70,26,10,69
105558,Billings Farm and Museum,"Specialty Museums, Museums","ice cream, billings farm, cows being milked, jersey cows, wagon ride, cow barn, baby animal, butter making, all ages, special events, across the street, exhibits, dairy, horses, history, house, century, hayride, movie, nursery","One of the finest Jersey farms in America and a museum of Vermonts rural past dairy farm, award winning 1890 Farm House, engaging farm life exhibits. Daily livestock programs and hands on activities, afternoon milking, audiovisual presentations, museum shop, dairy bar. May  Oct., 10 5 weekends Nov. Feb.,  Christmas  Feb. vacation weeks 10 4.","69 Old River Rd, Woodstock, VT 05091 4570",Vermont,https://media-cdn.tripadvisor.com/media/photo-s/12/2f/ee/e9/visit-the-1890-farm-house.jpg,1,4.57,-72.5170613,43.6325946,108,145,14,5,42
110282,Strategic Air Command  Aerospace Museum,"Specialty Museums, Museums","air force, on display, strategic air command, impressive collection, great displays, cool stuff, static displays, couple of hours, history buff, bounce house, guided tour, traveling exhibits, sac, sr, aircraft, hangers, plane, bombs, simulator, blackbird","The Strategic Air Command  Aerospace Museum is a museum focusing on aircraft and nuclear missiles of the U. S. Air Force. The objective of the Museum is to preserve and display historic aircraft, missiles, and space vehicles and provide STEM education sessions to the young generation. The Museum is a $29.5 million, 300,000 square foot 28,000 m2 building that features a glass atrium, two aircraft display hangars, a traveling exhibit area, a childrens interactive gallery, a 200 seat theater, a museum store, an aircraft restoration gallery, and a snack bar. The glass atrium is constructed of 525 glass panels that encase a Lockheed SR 71 Blackbird. The Museum hosts regular travel exhibitions and several special events throughout the year. The Museums Education Department is committed to fueling the curiosity of children across the Midwest and to educating them in Science, Technology, Engineering and Math STEM. Regular STEM sessions, workshops and camp programs are available at the Museum.","28210 W Park Hwy, Ashland, NE 68003 3525",Nebraska,https://media-cdn.tripadvisor.com/media/photo-s/03/e7/5f/0d/strategic-air-space-museum.jpg,1,4.39,-96.3200558,41.018047,100,65,28,6,32
4177748,The Johnny Cash Museum,"History Museums, Specialty Museums, Museums","his life, hand written, personal items, sun records, great tribute, gift shop, clams, on display, take your time, country music hall of fame, memorabilia, career, fan, jc, exhibits, ipads, movie, information, childhood, headphones","The Johnny Cash Museum features the worlds largest collection of Johnny Cash artifacts and memorabilia in the world. Walk through the life of the Man in Black depicted in interactive exhibits, films and much more. We feature a Bongo Java Coffee Shop and Museum Cafe. Officially endorsed by the Cash Family. The museum recently received the coveted AAA GEM rating the highest bestowed on an attraction. We are one of only six attractions in Nashville to have this distinction.","119 3rd Ave S, Nashville, TN 37201 2032",Tennessee,https://media-cdn.tripadvisor.com/media/photo-s/03/e2/80/e0/the-johnny-cash-museum.jpg,8,4.55,-86.7758352,36.1608755,553,"1,294",177,116,575
1458256,New Mexico Museum of Art,"Art Museums, Museums","new mexico, guitar exhibit, inner courtyard, judy chicago, culture pass, docent led tour, on display, historical perspective, historic building, permanent collection is, nice collection, well worth a visit, interesting exhibits, special exhibits, sculpture garden, art, auditorium, gustav, folio, works",Art lovers will delight in Santa Fes many famous painters and photographers.,"107 W Palace Ave, Santa Fe, NM 87501 2014",New Mexico,https://media-cdn.tripadvisor.com/media/photo-s/07/04/b8/5d/new-mexico-museum-of.jpg,17,4.28,-105.9391481,35.6882783,46,169,43,6,54
278758,Tulsa Air and Space Museum,"Science Museums, Specialty Museums, Museums","american airlines, flight simulator, aviation history, interactive exhibits, robotic arm, space shuttle, wind tunnel, hands on activities, rocket launch, offer discounts, great place for kids, tulsa airport, kids and adults, all ages, cool things, ticket price, great attraction, interesting things, couple of hours, whole family","Tulsas rich aviation history is traced through such exciting exhibits as the F14 Tomcat, Shuttle Launch, Wind Tunnel and Flight Simulation Lab.","3624 N 74th East Ave, Tulsa, OK 74115 3622",Oklahoma,https://media-cdn.tripadvisor.com/media/photo-s/18/46/28/20/tasm-events-are-under.jpg,16,3.92,-95.895848,36.2064271,66,32,8,4,26
144193,Juneau Douglas City Museum,"Art Museums, History Museums, Museums","gold mining, state capitol, political cartoons, mining days, nice little gift shop, lots of history, interesting exhibits, minute film, gold rush, walking tour, video, information, donation, admission, development, displayed, docent, stories","Open to the public year round. Beginning May 2 September 24, Monday Friday 9 6pm and Saturdays 1000 430pm. The Juneau Douglas City Museum features exhibits relating to local history, art and culture including a 500 700 year old basketry style fish trap, a topographical map of Juneau, a hands on drilling and mining room, exhibits looking in depth at Alaskas capital city, displays of art by local artists and the 26 minute video, Juneau City Built on Gold. In addition to its exhibits, the City Museum offers community programming throughout the fall and winter including classes and workshops, lectures, educational tours and is open late every first Friday of the month. With its award winning online archive Digital Bob, Historic Sites  Structures , and access to the entire collection via their website, the Museum is a resource for local history research and historic preservation. The Museum Shop features local arts and crafts, books by local writers, trail guides and old fashioned toys. May through September the Museum offers historic downtown walking tours at 130 pm every Tuesday, Wednesday, Thursday and Saturday. Located in the heart of Juneaus historic downtown district, the Museum is easily accessible by foot. **Please note that Summer 2016, the free City Bus downtown loop, which originates near the City Dock by the parking garage, will not be available due to construction at the Capitol.","114 W 4th St, Juneau, AK 99801 1758",Alaska,https://media-cdn.tripadvisor.com/media/photo-s/18/65/48/e6/the-four-story-totem.jpg,29,4.08,-134.4112402,58.3018499,9,39,12,1,6
527465,National Museum of the Mighty Eighth Air Force,"History Museums, Military Museums, Museums","memorial garden, during wwii, men and women, army air, great tribute, static displays, english pub, safe house, on display, pow camp, their lives, savannah area, personal stories, rainy day, well worth the visit, awe inspiring, history buff, take your time, self guided tour, two hours","The National Museum of the Mighty Eighth Air Force preserves the stories of courage, character and patriotism displayed by the men and women of the Eighth Air Force from World War II to present.","175 Bourne Ave, Pooler, GA 31322 9516",Georgia,https://media-cdn.tripadvisor.com/media/photo-s/18/2c/70/9c/national-museum-of-the.jpg,1,4.77,-81.2364241,32.1155018,162,207,46,11,72
103482,Fenimore Art Museum,"Art Museums, History Museums, Museums","ansel adams, toulouse lautrec, permanent collection, thaw collection, american indian, baseball hall of fame, winslow homer, special exhibits, magic flute, the native american exhibit, maxfield parrish, hudson river school, rotating exhibits, early works, visiting exhibits, marc chagall, terrace overlooking the lake, otsego lake, cooper family, nice collection","Located inside a neo Georgian mansion with terraced gardens overlooking Otsego Lake, this museum features fine collections of American art, James Fenimore Cooper memorabilia and historic photographs. Closed January 1   March 31 New exhibitions open April 1.","5798 State Highway 80, Cooperstown, NY 13326 2500",New York,https://media-cdn.tripadvisor.com/media/photo-s/10/75/ab/6e/museum-entrance.jpg,2,4.69,-74.9271191,42.7157015,74,215,18,3,64
107363,Birmingham Museum of Art,"Art Museums, Museums","sculpture garden, special exhibits, native american, yosemite valley, varied collection, permanent collection is, small treasures, traveling exhibits, nice collection, great exhibits, on display, free admission, sunday afternoon, small city, spend an afternoon, two hours, couple of hours, wedgewood, pottery, monet","This three story museum houses an eclectic selection of art, including Wedgewood pottery, the largest collection of Asian art in the Southeast, Native American and African art, impressionism, contemporary art and American landscapes.","2000 Reverend Abraham Woods Jr Blvd, Birmingham, AL 35203 2278",Alabama,https://media-cdn.tripadvisor.com/media/photo-s/0c/62/09/80/brimingham-art-museum.jpg,4,4.61,-86.8100693,33.5222197,72,78,34,25,37
130923,Tampa Museum of Art,"Art Museums, Museums","permanent collection, norman rockwell, main exhibit, ancient pottery, visiting exhibits, great collection, beautiful building, free admission, hillsborough river, parking garage, curtis hixon park, the river walk, well worth the visit, couple of hours, downtown tampa, sculptures, sono, riverwalk, scope, etruscan",This museums impressive collection includes contemporary art as well as Greek and Roman antiquities.,"6600 North Ashley Drive, Tampa, FL 33602",Florida,https://media-cdn.tripadvisor.com/media/photo-s/08/68/21/0c/photo0jpg.jpg,40,3.71,-82.4610751,27.9499783,40,66,14,10,39
1537510,Booth Western Art Museum,"Art Museums, Museums","ansel adams, civil war, old west, american west, small town, beautiful building, special exhibits, movie posters, temporary exhibits, first class, president, cowboy, sculptures, stagecoach, paper, photographs, letter, bronze, museum, ga","The Booth Western Art Museum, an Affiliate to the Smithsonian Institution, is a 120,000 square foot museum located in Cartersville, Georgia, where guests are invited to See Americas Story through contemporary Western artwork, a Presidential Gallery, Civil War art gallery, and Sagebrush Ranch, an interactive childrens gallery. Open since August 2003, Booth Museum is the only museum of its kind in the Southeast and is the second largest art museum in the state of Georgia.","501 N Museum Dr, Cartersville, GA 30120 3272",Georgia,https://media-cdn.tripadvisor.com/media/photo-s/0a/29/22/c2/booth-western-art-museum.jpg,1,4.84,-84.7961509,34.1683649,80,92,29,5,71
141501,Seattle Childrens Museum,"Childrens Museums, Museums","older kids, water area, role play, seattle center, rainy day, water table, soft play area, lego area, sound effects, big kids, different areas, few hours, hands on activities, arts and crafts, story telling, all ages, fort, exhibits, playhouse, stage","The Seattle Childrens Museum is a play space for kids ages 10 months to 10 years old. Alongside their families, kids can explore the 22,000 sq foot of exhibit space which is larger than 4 NBA basketball courts. Throughout the Museum are 13 exhibits that invite kids to imagine, play and follow their curiosity. Each day, the Museum educators also offer numerous programs that are free with the cost of admission. Art programs, scavenger hunts, story times and more. Check the Museum website for more information about special themed days and activities.","305 Harrison St, ArmoryCenter House, Seattle, WA 98109 4623",Washington,https://media-cdn.tripadvisor.com/media/photo-s/0e/0e/31/0b/papai-e-filhote-de-bombeiros.jpg,79,3.89,-122.3507742,47.62148,96,2,1,2,2
149465,Marbles Kids Museum,"Childrens Museums, History Museums, Science Museums, Museums","pirate ship, hockey rink, all ages, imax theater, grocery store, water play, great place for kids, sports area, two floors, older kids, different activities, rainy day, kids love, spend hours, hands on activities, my niece, great place to take, lots of fun, any age, field trip","Marbles Kids Museum is a hands on, interactive destination that inspires children to be creative thinkers, active learners and confident individuals in todays world. With five galleries and two outdoor escapes, there is no shortage of activity for kids birth to 12 and their families. The campus also features the Wachovia IMAX Theatre at Marbles Kids Museum. This 267 seat giant screen experience is the only 3D capable IMAX theatre in North Carolina.","201 E Hargett St, Raleigh, NC 27601 1437 Formerly Exploris",North Carolina,https://media-cdn.tripadvisor.com/media/photo-s/2a/9a/1d/03/the-front-of-marbles.jpg,4,4.65,-78.6361093,35.7787287,439,40,6,22,30
156816,Rosicrucian Egyptian Museum,"History Museums, Specialty Museums, Museums","ancient egypt, peace garden, real mummies, king tut, interesting artifacts, daily life, burial chamber, audio tour, on display, well worth the trip, great collection, rose garden, gift shop, beautiful gardens, two hours, field trip, visiting san jose, planetarium, mummy, replica","Architecturally inspired by the Temple of Amon at Karnak, it houses the largest collection of Egyptian artifacts on exhibit in western North America, including objects from pre dynastic times through Egypts early Islamic era.","1660 Park Ave, San Jose, CA 95126 2126",California,https://media-cdn.tripadvisor.com/media/photo-s/0d/a2/bc/81/img-20161111-152401161.jpg,2,4.39,-121.9225245,37.3327179,184,84,44,15,67
104984,Mystic Seaport,"Historic Sites, Ships, Specialty Museums, Sights  Landmarks, Museums","maritime history, childrens museum, print shop, fishing village, rope making, joseph conrad, living museum, whaling ship, the galley, printing press, boat ride, wooden boat, charles morgan, all ages, step back in time, new england, whaling industry, hands on activities, two days, off season","Mystic Seaport is the nations leading maritime museum. Founded in 1929, the Museum is home to four National Historic Landmark vessels, including the Charles W. Morgan, Americas oldest commercial ship and the last wooden whaleship in the world. The Museums grounds cover 19 acres on the Mystic River in Mystic, CT and include a recreated 19th century coastal village, a working shipyard, formal exhibit halls, and state of the art artifact storage facilities. Mystic Seaport is located one mile south of Exit 90 off I 95 in Mystic, CT.","75 Greenmanville Ave, Mystic, CT 06355 1972",Connecticut,https://media-cdn.tripadvisor.com/media/photo-s/15/4c/6f/75/mystic-seaport-delightful.jpg,1,4.45,-71.9667669,41.3616716,627,717,60,15,209
547153,Miami Childrens Museum,"Childrens Museums, Museums","rainy day, arts and crafts, outdoor playground, hands on activities, climbing wall, music area, interactive activities, cruise ship, great place for kids, each month, free admission, few hours, different areas, three hours, a lot of fun, whole family, publix, firefighters, mcm, imagination","Miami Childrens Museum MCM is dedicated to enriching the lives of all children by fostering a love of learning and enabling children to realize their highest potential. We encourage visitors of all ages to play, learn, imagine and create. We are a non profit educational institution that meets the needs of all children in our multicultural community. We offer interactive exhibits, programs, and learning materials related to arts, culture, community and communication. MCMs Vision It is our vision to be recognized as a premier institution serving children and their families while inspiring children to learn about themselves and the culturally diverse community we live in through the arts, literacy, and early childhood education.","980 Macarthur Cswy, Miami, FL 33132 1604",Florida,https://media-cdn.tripadvisor.com/media/photo-s/10/f0/39/b6/miami-children-s-museum.jpg,20,3.83,-80.1764128,25.7847091,199,7,1,4,12
106166,Los Angeles County Museum of Art,"Art Museums, Museums","rain room, stanley kubrick, urban light, japanese pavilion, metropolis ii, street lights, levitated mass, ahmanson building, lamp posts, free jazz, tim burton exhibit, van gogh to kandinsky, the la brea tar pits, special exhibits, permanent collection, several buildings, food trucks, wilshire blvd, la county, great collection","Since its inception in 1965, the Los Angeles County Museum of Art LACMA has been devoted to collecting works of art that span both history and geography, in addition to representing Los Angeless uniquely diverse population.","5905 Wilshire Blvd, Los Angeles, CA 90036 4597",California,https://media-cdn.tripadvisor.com/media/photo-s/05/43/81/31/los-angeles-county-museum.jpg,9,4.55,-118.3588851,34.0637913,357,344,164,50,316
103046,Adirondack Museum,"Art Museums, History Museums, Specialty Museums, Museums","rustic furniture, train car, fire tower, boat building, all ages, rainy day, varied exhibits, north country, gift shop, great camps, free audio tour, early days, children and adults, plan on spending, beautiful area, horse drawn, wonderful place to visit, learn something, one room school house, great history","The Adirondack Museum is now open for its 59th season. The museum is open daily, including holidays, from 10 a.m. to 5 p.m., through Monday, October 10, 2016. Begin your Adirondack experience with a visit to the Adirondack Museum. A regional museum of history and art, the Adirondack Museums 24 buildings and exhibitions are situated on 121 acres, offering spectacular mountain and lake views. The museums extensive collections give visitors the opportunity to experience how people have lived, worked, traveled and played in the Adirondacks since the 1800s. Exhibit themes include boats and boating, land transportation, outdoor recreation, the environment, logging, rustic traditions, fine arts, and tourism. Interactive discovery centers and hands on activities abound throughout the museum, making the museum a fun place for families with children to play and learn. Watch the Boat Builder in Residence construct a traditional Adirondack guideboat, take part in a workshop, feed the trout, or participate in a school field trip. Services at the Adirondack Museum include the Lake View Cafe, open 11 a.m. to 4 p.m. daily, overlooking pristine Blue Mountain Lake. Picnic areas are scattered throughout the grounds. Be sure to visit the Museum Store in the Visitor Center for a variety of Adirondack related gifts. Allow 2   3 hours for a relaxing visit.","9097 State Route 30, Blue Mountain Lake, NY 12812",New York,https://media-cdn.tripadvisor.com/media/photo-s/14/f7/f2/22/adirondack-experience.jpg,1,4.83,-74.433535,43.8632911,75,106,9,6,35
103441,United States Holocaust Memorial Museum,"History Museums, Specialty Museums, Museums","daniels story, main exhibit, concentration camp, eye opening, moving experience, subject matter, heart wrenching, emotional experience, timed tickets, take your time, three hours, victims, shoes, jewish, auschwitz, hatred, graphic, information, displays, stories",A memorial and museum detailing the rise of Hitlers Germany and the horrors of World War II.,"100 Raoul Wallenberg Plaza SW, Washington DC, DC 20024 2126",District of Columbia,https://media-cdn.tripadvisor.com/media/photo-p/1b/12/5c/bc/as-disturbing-as-it-is.jpg,5,4.71,-77.0326078,38.8867068,"1,997","1,548",467,294,830
104861,Fords Theatre,"Historic Sites, History Museums, Theaters, Sights  Landmarks, Museums, Concerts  Shows","peterson house, across the street, lincoln died, ranger talk, john wilkes booth, christmas carol, lincolns assassination, presidential box, boarding house, fateful night, president lincoln was shot, museum downstairs, park ranger, working theater, audio tour, passed away, events leading up, box office, free tickets, tickets ahead of time","The site of the April 14, 1865, assassination of President Abraham Lincoln, Fords Theatre is a working theatre, historical monument, world class museum and learning center. The theatre produces musicals and plays reflecting the unique, diverse character of American life. With its inspiring theatrical productions, live historic interpretation, and rich collection of artifacts, Fords Theatre is the premier destination in the nations capital to explore and celebrate the life and legacy of Abraham Lincoln. A daytime visit to the Fords campus traces the story of Lincolns presidency, assassination and legacy. The campus includes the museum, theatre, Petersen House the house where Lincoln died and the new Center for Education and Leadership. Tickets are required. Admission is free advance tickets have a convenience fee.In the evenings and on weekends, Fords presents dynamic productions of renowned plays, vibrant musicals, and newly commissioned works that captivate and entertain while examining political and social issues related to Lincolns legacy.In the spring and summer, Fords produces one act plays and walking tours exploring Civil War Washington. These immersive experiences provide an authentic glimpse into a singular and transformative moment of Americas past.Throughout the year, Fords provides engaging educational programs for students, teachers and life long learners, using Lincolns speeches and legacy to build speech, writing and leadership skills.","511 10th St NW, Washington DC, DC 20004 1499",District of Columbia,https://media-cdn.tripadvisor.com/media/photo-s/1a/ef/8f/b7/lincoln-s-box-from-the.jpg,20,4.56,-77.0256747,38.8966765,990,645,165,86,282
105844,Franklin D. Roosevelt Presidential Library and Museum,"Historic Sites, History Museums, Libraries, Museums, Traveler Resources, Sights  Landmarks","presidential library, great depression, interactive displays, fireside chats, his life, world war ii, fdrs presidency, pearl harbor, history buff, oval office, two days, take your time, on display, home tour, documents, roosevelt, information, films, period, radio","Historic site features the home and estate of Franklin D. Roosevelt, Springwood, and the Franklin D. Roosevelt Presidential Library and Museum, the only Presidential Library used by a sitting president. It was conceived and built under President Roosevelts direction and opened to the public in 1941.The Librarys mission is to foster research and education on the life and times of Franklin and Eleanor Roosevelt, and their continuing impact on contemporary life. Our work is carried out by four major areas Archives, Museum, Education and Public Programs.","4097 Albany Post Rd, Hyde Park, NY 12538 1917",New York,https://media-cdn.tripadvisor.com/media/photo-s/04/5e/29/c1/franklin-d-roosevelt.jpg,1,4.76,-73.932905,41.77043,163,391,44,7,145
145836,Ronald Reagan Presidential Library and Museum,"Libraries, Specialty Museums, Museums, Traveler Resources","air force, berlin wall, oval office, his life, assassination attempt, great man, iran contra, secret service, great communicator, burial site, political affiliation, baseball exhibit, on display, great president, final resting place, interactive displays, american history, special exhibits, jelly beans, worth the trip","The Ronald Reagan Presidential Library and Museum is a must see Southern California tourist attraction. Walk onboard Air Force One, act in a movie with Ronald Reagan, touch a piece of the Berlin Wall, and so much more.","40 Presidential Dr, Simi Valley, CA 93065 0600",California,https://media-cdn.tripadvisor.com/media/photo-s/15/f3/71/d6/the-entrance.jpg,1,4.78,-118.8198082,34.2598671,440,580,103,41,289
107356,The Morgan Library  Museum,"Historic Sites, Libraries, Gift  Specialty Shops, Art Museums, Shopping, Museums, Traveler Resources, Concerts  Shows, Sights  Landmarks","gutenberg bible, on display, renzo piano, rare books, book collection, illuminated manuscripts, book lovers, abraham lincoln, beatrix potter, gilded age, personal collection, rotating exhibits, alice in wonderland, pier point, madison avenue, interesting collection, special exhibits, gift shop, free admission, audio guide","Just a short walk from Grand Central and Penn Station, the Morgan is a major exhibition venue for fine art, literature, and music, one of New Yorks great historic sites, and a wonderful place to dine, shop, and attend a concert or film.","225 Madison Ave, New York City, NY 10016 3405",New York,https://media-cdn.tripadvisor.com/media/photo-s/16/7c/7c/e9/photo0jpg.jpg,1,4.64,-73.9815265,40.7492094,106,271,123,39,154
8645857,The Broad,"Art Museums, Museums","contemporary art, cindy sherman, mirror room, disney concert hall, jasper johns, reserved tickets, standby line, museum opened, private collection, main gallery, pop art, general admission is free, free tickets, timed tickets, incredible collection, california plaza, time slot, interesting pieces, ticket holders, favorite museum","The Broad is a new contemporary art museum founded by philanthropists Eli and Edythe Broad on Grand Avenue in downtown Los Angeles. The museum is designed by Diller Scofidio  Renfro and offers free general admission. The museum is home to the 2,000 works of art in the Broad collection, which is among the most prominent holdings of postwar and contemporary art worldwide. With its innovative veil and vault concept, the 120,000 square foot, $140 million building features two floors of gallery space to showcase The Broads comprehensive collection and is the headquarters of The Broad Art Foundations worldwide lending library.    General admission to The Broad is free. Advance online reservations are available at the museum website and are highly encouraged in this busy period after the museums opening. For visitors who want to ensure a specific date and time for their visit, and avoid wait times during busy periods, The Broad provides advance reservation of timed tickets online at no charge. Tickets have entry times beginning every half hour. Please note that advance online tickets often book up two to three months in advance. Advance tickets are not required. An onsite ticketing line is available at the museum every day except Mondays, when the museum is closed. Admission for the onsite ticketing line is first come, first served, based on availability. The wait time in the onsite ticketing line is 30 to 45 minutes on an average weekday, and 60 to 90 minutes on an average weekend. On holiday weekends, wait time in the onsite ticketing line can be up to two or three hours. The onsite ticketing line closes 90 minutes before the museum closes.","221 S Grand Ave, Los Angeles, CA 90012 3020",California,https://media-cdn.tripadvisor.com/media/photo-s/0e/0e/a7/0a/museum-outside.jpg,17,4.57,-118.2505584,34.0544714,72,93,45,11,132
144134,Childrens Museum of Memphis,"Childrens Museums, Museums","splash pad, fire trucks, fed ex, water area, jasons deli, green screen, hands on activities, outdoor playground, water play, pretend grocery store, fishing area, airplane cockpit, rock wall, dentist office, great place to spend time, inside exhibits, interactive activities, kids and adults, great learning experience, annual membership",Childrens museum featuring a kid sized city where kids run things while parents sit back and watch.,"2525 Central Ave, Memphis, TN 38104 5926",Tennessee,https://media-cdn.tripadvisor.com/media/photo-s/02/66/0d/e8/filename-dscn1742-jpg.jpg,23,4.34,-89.9774615,35.1257276,118,2,1,1,7
555968,Museum of Jewish Heritage,"Specialty Museums, Museums","battery park, non jews, living memorial, statue of liberty, holocaust survivors, stone garden, authentic artifacts, clear explanation, exhibit shows, mans inhumanity to man, human history, historical events, permanent exhibits, great gift shop, educational experience, special events, thought provoking, ny harbor, entry fee, ellis island","The mission of the Museum is to educate people of all ages and backgrounds about the broad tapestry of Jewish life in the 20th and 21st centuries before, during, and after the Holocaust. Multiple perspectives on modern Jewish history, life, and culture are presented in the Museums unique Core Exhibition and award winning special exhibitions. Acclaimed public programs, including discussions, films, plays, and concerts, highlight the richness of Jewish culture and ideas.","36 Battery Place, Edmond J. Safra Plaza, New York City, NY 10280",New York,https://media-cdn.tripadvisor.com/media/photo-s/17/46/bb/47/11-memorial.jpg,104,4.57,-74.0173484,40.7084274,26,49,24,2,32
2341358,Naples Depot Museum,"Specialty Museums, Museums","train ride, local history, small train, love trains, train display, donations are accepted, rail service, model trains, rail car, club car, nice history, excellent exhibits, collier county, free entry, southern florida, children and adults, rainy day, well worth a visit, own pace, all ages","Long hidden on the fringe of Floridas Gulf coast and overlooked by developers until well into the 1880s, Naples catalyst for settlement finally arrived forty years later when two rival railroads rolled into town within ten days of each other.","1051 5th Ave S, Naples, FL 34102 6413",Florida,https://media-cdn.tripadvisor.com/media/photo-s/02/d0/41/cc/naples-depot-museum.jpg,26,4.41,-81.7930215,26.1428968,35,47,3,1,17
1158038,Old Montana Prison Complex,"Specialty Museums, Museums","self guided tour, interesting history, guide book, horse hair, living conditions, gift shop, daily life, well worth the stop, two hours, allowed access, on display, antique cars, summer road trip, museum including, admission price, interesting place, well worth the money, entrance fee, step back in time, own pace",The Old Montana Prison Complex consists of 5 museums and is open Daily throughout the year.,"1106 Main St, Deer Lodge, MT 59722 1426",Montana,https://media-cdn.tripadvisor.com/media/photo-s/0c/43/c4/17/photo3jpg.jpg,1,4.39,-112.7361415,46.3919927,49,61,5,1,13
